,dataset,movie,shot,scale_label,scale_val,move_label,move_val,total_frames,fps,trailer_duration,frame_height,frame_width,frame_channels
4444,train,tt2382298,0062,LS,4,Static,4,18.0,24.0,0.8,720.0,1280.0,3
4445,train,tt2382298,0070,LS,4,Static,4,18.0,24.0,0.8,720.0,1280.0,3
4446,train,tt2382298,0071,FS,3,Motion,0,30.0,24.0,1.2,720.0,1280.0,3
4447,train,tt2382420,0061,ECS,0,Static,4,39.0,30.0,1.3,720.0,1280.0,3
4448,train,tt2382422,0007,ECS,0,Static,4,15.0,25.0,0.6,1080.0,1920.0,3
4449,train,tt2382422,0010,MS,2,Motion,0,24.0,25.0,1.0,1080.0,1920.0,3
4450,train,tt2382422,0014,CS,1,Motion,0,22.0,25.0,0.9,1080.0,1920.0,3
4451,train,tt2383616,0002,CS,1,Push,1,58.0,24.0,2.4,1080.0,1920.0,3
4452,train,tt2383616,0003,FS,3,Static,4,62.0,24.0,2.6,1080.0,1920.0,3
4453,train,tt2383616,0015,FS,3,Static,4,27.0,24.0,1.1,1080.0,1920.0,3
4454,train,tt2383616,0033,MS,2,Motion,0,26.0,24.0,1.1,1080.0,1920.0,3
4455,train,tt2383662,0002,LS,4,Static,4,33.0,24.0,1.4,1080.0,1920.0,3
4456,train,tt2383662,0003,LS,4,Static,4,16.0,24.0,0.7,1080.0,1920.0,3
4457,train,tt2383662,0004,LS,4,Static,4,16.0,24.0,0.7,1080.0,1920.0,3
4458,train,tt2383662,0016,CS,1,Motion,0,29.0,24.0,1.2,1080.0,1920.0,3
4459,train,tt2383662,0025,FS,3,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
4460,train,tt2384022,0013,MS,2,Static,4,17.0,24.0,0.7,720.0,1280.0,3
4461,train,tt2384022,0021,MS,2,Static,4,31.0,24.0,1.3,720.0,1280.0,3
4462,train,tt2384022,0027,CS,1,Static,4,44.0,24.0,1.8,720.0,1280.0,3
4463,train,tt2384022,0037,MS,2,Static,4,30.0,24.0,1.2,720.0,1280.0,3
4464,train,tt2385115,0013,ECS,0,Static,4,28.0,24.0,1.2,1080.0,1920.0,3
4465,train,tt2385115,0049,FS,3,Static,4,57.0,24.0,2.4,1080.0,1920.0,3
4466,train,tt2385189,0007,CS,1,Motion,0,38.0,24.0,1.6,1080.0,1920.0,3
4467,train,tt2385189,0023,CS,1,Motion,0,14.0,24.0,0.6,1080.0,1920.0,3
4468,train,tt2385227,0015,ECS,0,Static,4,35.0,24.0,1.5,1080.0,1920.0,3
4469,train,tt2385227,0017,MS,2,Push,1,36.0,24.0,1.5,1080.0,1920.0,3
4470,train,tt2385227,0023,CS,1,Motion,0,25.0,24.0,1.0,1080.0,1920.0,3
4471,train,tt2385227,0026,FS,3,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
4472,train,tt2385227,0039,FS,3,Static,4,57.0,24.0,2.4,1080.0,1920.0,3
4473,train,tt2385300,0000,CS,1,Motion,0,197.0,24.0,8.2,1080.0,1920.0,3
4474,train,tt2385300,0016,LS,4,Static,4,77.0,24.0,3.2,1080.0,1920.0,3
4475,train,tt2386175,0012,CS,1,Static,4,49.0,24.0,2.0,720.0,1280.0,3
4476,train,tt2386175,0036,ECS,0,Static,4,38.0,24.0,1.6,720.0,1280.0,3
4477,train,tt2386175,0037,CS,1,Motion,0,36.0,24.0,1.5,720.0,1280.0,3
4478,train,tt2386327,0015,LS,4,Motion,0,74.0,24.0,3.1,720.0,1280.0,3
4479,train,tt2386327,0017,LS,4,Motion,0,65.0,24.0,2.7,720.0,1280.0,3
4480,train,tt2386353,0041,MS,2,Static,4,14.0,25.0,0.6,720.0,1280.0,3
4481,train,tt2386502,0001,CS,1,Static,4,57.0,24.0,2.4,1080.0,1920.0,3
4482,train,tt2386502,0025,MS,2,Static,4,99.0,24.0,4.1,1080.0,1920.0,3
4483,train,tt2386502,0041,MS,2,Motion,0,54.0,24.0,2.2,1080.0,1920.0,3
4484,train,tt2386536,0021,CS,1,Static,4,38.0,24.0,1.6,1080.0,1920.0,3
4485,train,tt2387408,0009,ECS,0,Static,4,21.0,24.0,0.9,804.0,1920.0,3
4486,train,tt2387408,0018,CS,1,Motion,0,29.0,24.0,1.2,804.0,1920.0,3
4487,train,tt2387499,0017,MS,2,Static,4,65.0,25.0,2.6,1080.0,1920.0,3
4488,train,tt2387513,0014,LS,4,Motion,0,37.0,25.0,1.5,720.0,1280.0,3
4489,train,tt2387513,0024,LS,4,Motion,0,32.0,25.0,1.3,720.0,1280.0,3
4490,train,tt2387513,0025,LS,4,Static,4,25.0,25.0,1.0,720.0,1280.0,3
4491,train,tt2387513,0026,LS,4,Motion,0,37.0,25.0,1.5,720.0,1280.0,3
4492,train,tt2387513,0029,CS,1,Static,4,16.0,25.0,0.6,720.0,1280.0,3
4493,train,tt2387513,0040,LS,4,Motion,0,30.0,25.0,1.2,720.0,1280.0,3
4494,train,tt2387575,0001,LS,4,Motion,0,27.0,24.0,1.1,720.0,1280.0,3
4495,train,tt2387575,0002,LS,4,Motion,0,14.0,24.0,0.6,720.0,1280.0,3
4496,train,tt2387589,0013,MS,2,Motion,0,48.0,24.0,2.0,1080.0,1920.0,3
4497,train,tt2387589,0018,CS,1,Static,4,30.0,24.0,1.2,1080.0,1920.0,3
4498,train,tt2387589,0023,LS,4,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
4499,train,tt2387589,0024,ECS,0,Static,4,25.0,24.0,1.0,1080.0,1920.0,3
4500,train,tt2387589,0033,CS,1,Static,4,22.0,24.0,0.9,1080.0,1920.0,3
4501,train,tt2387589,0047,LS,4,Static,4,68.0,24.0,2.8,1080.0,1920.0,3
4502,train,tt2387601,0018,FS,3,Static,4,42.0,25.0,1.7,720.0,1280.0,3
4503,train,tt2387601,0025,LS,4,Static,4,58.0,25.0,2.3,720.0,1280.0,3
4504,train,tt2387806,0016,LS,4,Static,4,20.0,25.0,0.8,1080.0,1920.0,3
4505,train,tt2387806,0028,ECS,0,Static,4,16.0,25.0,0.6,1080.0,1920.0,3
4506,train,tt2387806,0046,CS,1,Motion,0,19.0,25.0,0.8,1080.0,1920.0,3
4507,train,tt2387806,0074,FS,3,Static,4,20.0,25.0,0.8,1080.0,1920.0,3
4508,train,tt2387806,0091,FS,3,Static,4,14.0,25.0,0.6,1080.0,1920.0,3
4509,train,tt2388637,0038,CS,1,Motion,0,24.0,24.0,1.0,1080.0,1920.0,3
4510,train,tt2388637,0042,MS,2,Static,4,30.0,24.0,1.2,1080.0,1920.0,3
4511,train,tt2388705,0004,MS,2,Static,4,21.0,24.0,0.9,720.0,1280.0,3
4512,train,tt2388705,0035,MS,2,Motion,0,71.0,24.0,3.0,720.0,1280.0,3
4513,train,tt2388705,0051,MS,2,Static,4,29.0,24.0,1.2,720.0,1280.0,3
4514,train,tt2388705,0056,CS,1,Static,4,26.0,24.0,1.1,720.0,1280.0,3
4515,train,tt2388715,0025,CS,1,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
4516,train,tt2388759,0026,CS,1,Static,4,22.0,24.0,0.9,1080.0,1920.0,3
4517,train,tt2388759,0027,FS,3,Static,4,30.0,24.0,1.2,1080.0,1920.0,3
4518,train,tt2388759,0036,FS,3,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
4519,train,tt2388821,0001,FS,3,Static,4,37.0,24.0,1.5,1080.0,1920.0,3
4520,train,tt2388821,0006,MS,2,Static,4,27.0,24.0,1.1,1080.0,1920.0,3
4521,train,tt2389182,0002,CS,1,Motion,0,37.0,24.0,1.5,720.0,1280.0,3
4522,train,tt2389182,0012,ECS,0,Static,4,22.0,24.0,0.9,720.0,1280.0,3
4523,train,tt2389182,0021,ECS,0,Motion,0,31.0,24.0,1.3,720.0,1280.0,3
4524,train,tt2389182,0023,MS,2,Motion,0,24.0,24.0,1.0,720.0,1280.0,3
4525,train,tt2389182,0054,CS,1,Motion,0,23.0,24.0,1.0,720.0,1280.0,3
4526,train,tt2389182,0075,ECS,0,Static,4,17.0,24.0,0.7,720.0,1280.0,3
4527,train,tt2389182,0081,ECS,0,Motion,0,41.0,24.0,1.7,720.0,1280.0,3
4528,train,tt2389182,0090,ECS,0,Motion,0,28.0,24.0,1.2,720.0,1280.0,3
4529,train,tt2389182,0091,ECS,0,Static,4,16.0,24.0,0.7,720.0,1280.0,3
4530,train,tt2389530,0002,LS,4,Motion,0,14.0,25.0,0.6,1080.0,1920.0,3
4531,train,tt2389530,0003,LS,4,Motion,0,14.0,25.0,0.6,1080.0,1920.0,3
4532,train,tt2389530,0009,ECS,0,Static,4,36.0,25.0,1.4,1080.0,1920.0,3
4533,train,tt2389530,0019,MS,2,Static,4,33.0,25.0,1.3,1080.0,1920.0,3
4534,train,tt2389530,0022,MS,2,Static,4,31.0,25.0,1.2,1080.0,1920.0,3
4535,train,tt2389530,0038,ECS,0,Static,4,31.0,25.0,1.2,1080.0,1920.0,3
4536,train,tt2389530,0039,LS,4,Static,4,30.0,25.0,1.2,1080.0,1920.0,3
4537,train,tt2389530,0045,ECS,0,Motion,0,52.0,25.0,2.1,1080.0,1920.0,3
4538,train,tt2389530,0054,CS,1,Motion,0,15.0,25.0,0.6,1080.0,1920.0,3
4539,train,tt2390217,0002,LS,4,Push,1,14.0,24.0,0.6,720.0,1280.0,3
4540,train,tt2390217,0004,FS,3,Push,1,15.0,24.0,0.6,720.0,1280.0,3
4541,train,tt2390283,0033,CS,1,Motion,0,53.0,25.0,2.1,720.0,1280.0,3
4542,train,tt2390283,0039,CS,1,Static,4,29.0,25.0,1.2,720.0,1280.0,3
4543,train,tt2390283,0040,CS,1,Motion,0,16.0,25.0,0.6,720.0,1280.0,3
4544,train,tt2390283,0055,ECS,0,Static,4,17.0,25.0,0.7,720.0,1280.0,3
4545,train,tt2390283,0059,LS,4,Static,4,28.0,25.0,1.1,720.0,1280.0,3
4546,train,tt2390283,0062,CS,1,Static,4,16.0,25.0,0.6,720.0,1280.0,3
4547,train,tt2390426,0014,MS,2,Static,4,26.0,25.0,1.0,720.0,1280.0,3
4548,train,tt2390426,0027,LS,4,Motion,0,17.0,25.0,0.7,720.0,1280.0,3
4549,train,tt2390426,0054,CS,1,Motion,0,15.0,25.0,0.6,720.0,1280.0,3
4550,train,tt2390426,0063,FS,3,Motion,0,107.0,25.0,4.3,720.0,1280.0,3
4551,train,tt2390460,0011,ECS,0,Motion,0,89.0,24.0,3.7,1080.0,1920.0,3
4552,train,tt2390460,0038,LS,4,Motion,0,149.0,24.0,6.2,1080.0,1920.0,3
4553,train,tt2390994,0006,FS,3,Motion,0,80.0,30.0,2.7,1080.0,1920.0,3
4554,train,tt2390994,0007,LS,4,Static,4,23.0,30.0,0.8,1080.0,1920.0,3
4555,train,tt2390994,0010,MS,2,Motion,0,32.0,30.0,1.1,1080.0,1920.0,3
4556,train,tt2391704,0001,LS,4,Static,4,71.0,30.0,2.4,1080.0,1920.0,3
4557,train,tt2391704,0002,LS,4,Motion,0,79.0,30.0,2.6,1080.0,1920.0,3
4558,train,tt2391704,0005,MS,2,Push,1,49.0,30.0,1.6,1080.0,1920.0,3
4559,train,tt2391704,0009,MS,2,Push,1,46.0,30.0,1.5,1080.0,1920.0,3
4560,train,tt2391704,0017,ECS,0,Static,4,39.0,30.0,1.3,1080.0,1920.0,3
4561,train,tt2391704,0032,CS,1,Motion,0,25.0,30.0,0.8,1080.0,1920.0,3
4562,train,tt2391704,0040,LS,4,Static,4,18.0,30.0,0.6,1080.0,1920.0,3
4563,train,tt2391704,0048,MS,2,Static,4,36.0,30.0,1.2,1080.0,1920.0,3
4564,train,tt2391835,0002,CS,1,Motion,0,30.0,24.0,1.2,720.0,980.0,3
4565,train,tt2392326,0056,CS,1,Static,4,23.0,24.0,1.0,1080.0,1920.0,3
4566,train,tt2392326,0060,FS,3,Static,4,20.0,24.0,0.8,1080.0,1920.0,3
4567,train,tt2392326,0065,ECS,0,Static,4,58.0,24.0,2.4,1080.0,1920.0,3
4568,train,tt2392343,0015,ECS,0,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
4569,train,tt2392343,0016,MS,2,Static,4,46.0,24.0,1.9,1080.0,1920.0,3
4570,train,tt2392343,0024,MS,2,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
4571,train,tt2392343,0051,ECS,0,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
4572,train,tt2392343,0067,ECS,0,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
4573,train,tt2392343,0068,CS,1,Motion,0,28.0,24.0,1.2,1080.0,1920.0,3
4574,train,tt2392343,0074,CS,1,Static,4,15.0,24.0,0.6,1080.0,1920.0,3
4575,train,tt2392343,0084,MS,2,Motion,0,23.0,24.0,1.0,1080.0,1920.0,3
4576,train,tt2392385,0003,LS,4,Static,4,32.0,24.0,1.3,816.0,1920.0,3
4577,train,tt2392385,0005,ECS,0,Static,4,23.0,24.0,1.0,816.0,1920.0,3
4578,train,tt2392385,0052,ECS,0,Static,4,27.0,24.0,1.1,816.0,1920.0,3
4579,train,tt2392385,0055,ECS,0,Motion,0,30.0,24.0,1.2,816.0,1920.0,3
4580,train,tt2392385,0065,CS,1,Static,4,16.0,24.0,0.7,816.0,1920.0,3
4581,train,tt2392385,0068,CS,1,Motion,0,15.0,24.0,0.6,816.0,1920.0,3
4582,train,tt2392634,0001,ECS,0,Static,4,137.0,30.0,4.6,720.0,1280.0,3
4583,train,tt2392634,0005,ECS,0,Static,4,86.0,30.0,2.9,720.0,1280.0,3
4584,train,tt2392634,0010,FS,3,Motion,0,56.0,30.0,1.9,720.0,1280.0,3
4585,train,tt2393296,0010,CS,1,Static,4,23.0,24.0,1.0,720.0,1280.0,3
4586,train,tt2393787,0042,CS,1,Static,4,34.0,24.0,1.4,1080.0,1920.0,3
4587,train,tt2393787,0048,MS,2,Motion,0,32.0,24.0,1.3,1080.0,1920.0,3
4588,train,tt2393787,0050,CS,1,Motion,0,23.0,24.0,1.0,1080.0,1920.0,3
4589,train,tt2393787,0060,ECS,0,Motion,0,29.0,24.0,1.2,1080.0,1920.0,3
4590,train,tt2393787,0073,CS,1,Motion,0,14.0,24.0,0.6,1080.0,1920.0,3
4591,train,tt2393799,0003,ECS,0,Push,1,50.0,30.0,1.7,720.0,1280.0,3
4592,train,tt2393799,0026,MS,2,Motion,0,27.0,30.0,0.9,720.0,1280.0,3
4593,train,tt2393799,0027,ECS,0,Static,4,16.0,30.0,0.5,720.0,1280.0,3
4594,train,tt2393799,0030,MS,2,Static,4,42.0,30.0,1.4,720.0,1280.0,3
4595,train,tt2393799,0031,MS,2,Static,4,24.0,30.0,0.8,720.0,1280.0,3
4596,train,tt2393799,0034,ECS,0,Motion,0,20.0,30.0,0.7,720.0,1280.0,3
4597,train,tt2393799,0053,ECS,0,Motion,0,25.0,30.0,0.8,720.0,1280.0,3
4598,train,tt2393799,0059,FS,3,Static,4,20.0,30.0,0.7,720.0,1280.0,3
4599,train,tt2393799,0063,MS,2,Static,4,14.0,30.0,0.5,720.0,1280.0,3
4600,train,tt2393799,0089,FS,3,Motion,0,16.0,30.0,0.5,720.0,1280.0,3
4601,train,tt2393799,0092,FS,3,Static,4,17.0,30.0,0.6,720.0,1280.0,3
4602,train,tt2393799,0102,FS,3,Motion,0,22.0,30.0,0.7,720.0,1280.0,3
4603,train,tt2393799,0103,CS,1,Motion,0,46.0,30.0,1.5,720.0,1280.0,3
4604,train,tt2393799,0114,LS,4,Motion,0,40.0,30.0,1.3,720.0,1280.0,3
4605,train,tt2393799,0118,MS,2,Push,1,39.0,30.0,1.3,720.0,1280.0,3
4606,train,tt2393799,0119,ECS,0,Static,4,18.0,30.0,0.6,720.0,1280.0,3
4607,train,tt2393799,0126,CS,1,Static,4,18.0,30.0,0.6,720.0,1280.0,3
4608,train,tt2393917,0053,CS,1,Static,4,55.0,24.0,2.3,1080.0,1920.0,3
4609,train,tt2393917,0054,ECS,0,Motion,0,60.0,24.0,2.5,1080.0,1920.0,3
4610,train,tt2393917,0069,MS,2,Static,4,62.0,24.0,2.6,1080.0,1920.0,3
4611,train,tt2393917,0074,MS,2,Static,4,23.0,24.0,1.0,1080.0,1920.0,3
4612,train,tt2393917,0075,MS,2,Static,4,60.0,24.0,2.5,1080.0,1920.0,3
4613,train,tt2393917,0079,CS,1,Motion,0,113.0,24.0,4.7,1080.0,1920.0,3
4614,train,tt2393965,0004,ECS,0,Static,4,18.0,30.0,0.6,1080.0,1920.0,3
4615,train,tt2393965,0008,ECS,0,Static,4,24.0,30.0,0.8,1080.0,1920.0,3
4616,train,tt2394063,0006,FS,3,Motion,0,57.0,24.0,2.4,816.0,1920.0,3
4617,train,tt2394063,0025,CS,1,Motion,0,22.0,24.0,0.9,816.0,1920.0,3
4618,train,tt2394063,0027,CS,1,Static,4,20.0,24.0,0.8,816.0,1920.0,3
4619,train,tt2395004,0023,ECS,0,Static,4,24.0,24.0,1.0,720.0,1280.0,3
4620,train,tt2395004,0024,ECS,0,Static,4,23.0,24.0,1.0,720.0,1280.0,3
4621,train,tt2395155,0006,FS,3,Motion,0,27.0,24.0,1.1,720.0,1280.0,3
4622,train,tt2395155,0029,MS,2,Static,4,106.0,24.0,4.4,720.0,1280.0,3
4623,train,tt2395155,0033,FS,3,Static,4,95.0,24.0,4.0,720.0,1280.0,3
4624,train,tt2395155,0038,MS,2,Static,4,116.0,24.0,4.8,720.0,1280.0,3
4625,train,tt2395155,0045,MS,2,Motion,0,61.0,24.0,2.5,720.0,1280.0,3
4626,train,tt2395155,0046,ECS,0,Static,4,40.0,24.0,1.7,720.0,1280.0,3
4627,train,tt2395155,0049,LS,4,Static,4,50.0,24.0,2.1,720.0,1280.0,3
4628,train,tt2395155,0050,FS,3,Motion,0,46.0,24.0,1.9,720.0,1280.0,3
4629,train,tt2395246,0003,ECS,0,Static,4,29.0,24.0,1.2,1080.0,1920.0,3
4630,train,tt2395246,0032,MS,2,Static,4,49.0,24.0,2.0,1080.0,1920.0,3
4631,train,tt2395246,0036,ECS,0,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
4632,train,tt2395246,0045,FS,3,Static,4,24.0,24.0,1.0,1080.0,1920.0,3
4633,train,tt2395246,0050,MS,2,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
4634,train,tt2395246,0060,CS,1,Static,4,22.0,24.0,0.9,1080.0,1920.0,3
4635,train,tt2395246,0099,MS,2,Static,4,25.0,24.0,1.0,1080.0,1920.0,3
4636,train,tt2395246,0106,MS,2,Motion,0,30.0,24.0,1.2,1080.0,1920.0,3
4637,train,tt2395303,0003,CS,1,Motion,0,70.0,24.0,2.9,1080.0,1920.0,3
4638,train,tt2395303,0009,CS,1,Static,4,71.0,24.0,3.0,1080.0,1920.0,3
4639,train,tt2395303,0011,FS,3,Motion,0,19.0,24.0,0.8,1080.0,1920.0,3
4640,train,tt2395303,0035,CS,1,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
4641,train,tt2395303,0050,CS,1,Static,4,16.0,24.0,0.7,1080.0,1920.0,3
4642,train,tt2395303,0051,FS,3,Push,1,18.0,24.0,0.8,1080.0,1920.0,3
4643,train,tt2395305,0004,LS,4,Static,4,34.0,25.0,1.4,1080.0,1920.0,3
4644,train,tt2395305,0014,FS,3,Motion,0,70.0,25.0,2.8,1080.0,1920.0,3
4645,train,tt2395305,0018,ECS,0,Static,4,24.0,25.0,1.0,1080.0,1920.0,3
4646,train,tt2395305,0021,LS,4,Motion,0,121.0,25.0,4.8,1080.0,1920.0,3
4647,train,tt2395305,0023,LS,4,Static,4,36.0,25.0,1.4,1080.0,1920.0,3
4648,train,tt2395305,0047,LS,4,Static,4,29.0,25.0,1.2,1080.0,1920.0,3
4649,train,tt2395339,0020,MS,2,Motion,0,16.0,24.0,0.7,1080.0,1920.0,3
4650,train,tt2395339,0052,MS,2,Static,4,34.0,24.0,1.4,1080.0,1920.0,3
4651,train,tt2395339,0054,CS,1,Push,1,17.0,24.0,0.7,1080.0,1920.0,3
4652,train,tt2395339,0055,CS,1,Static,4,26.0,24.0,1.1,1080.0,1920.0,3
4653,train,tt2395349,0008,ECS,0,Static,4,18.0,25.0,0.7,720.0,1280.0,3
4654,train,tt2395349,0016,CS,1,Static,4,20.0,25.0,0.8,720.0,1280.0,3
4655,train,tt2395349,0043,ECS,0,Motion,0,77.0,25.0,3.1,720.0,1280.0,3
4656,train,tt2395349,0048,ECS,0,Static,4,15.0,25.0,0.6,720.0,1280.0,3
4657,train,tt2395385,0022,MS,2,Static,4,16.0,24.0,0.7,720.0,1280.0,3
4658,train,tt2395385,0058,CS,1,Static,4,16.0,24.0,0.7,720.0,1280.0,3
4659,train,tt2395395,0010,CS,1,Motion,0,18.0,25.0,0.7,1080.0,1920.0,3
4660,train,tt2395395,0011,CS,1,Static,4,28.0,25.0,1.1,1080.0,1920.0,3
4661,train,tt2395395,0012,ECS,0,Static,4,22.0,25.0,0.9,1080.0,1920.0,3
4662,train,tt2395395,0021,MS,2,Static,4,21.0,25.0,0.8,1080.0,1920.0,3
4663,train,tt2395395,0025,FS,3,Static,4,26.0,25.0,1.0,1080.0,1920.0,3
4664,train,tt2395395,0028,MS,2,Motion,0,45.0,25.0,1.8,1080.0,1920.0,3
4665,train,tt2395417,0001,LS,4,Motion,0,44.0,24.0,1.8,1080.0,1920.0,3
4666,train,tt2395417,0006,MS,2,Static,4,43.0,24.0,1.8,1080.0,1920.0,3
4667,train,tt2395417,0024,FS,3,Static,4,34.0,24.0,1.4,1080.0,1920.0,3
4668,train,tt2395417,0027,CS,1,Static,4,46.0,24.0,1.9,1080.0,1920.0,3
4669,train,tt2395417,0035,MS,2,Static,4,31.0,24.0,1.3,1080.0,1920.0,3
4670,train,tt2395417,0043,MS,2,Static,4,49.0,24.0,2.0,1080.0,1920.0,3
4671,train,tt2395417,0049,FS,3,Motion,0,62.0,24.0,2.6,1080.0,1920.0,3
4672,train,tt2395417,0053,MS,2,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
4673,train,tt2395417,0063,LS,4,Static,4,45.0,24.0,1.9,1080.0,1920.0,3
4674,train,tt2395421,0001,FS,3,Push,1,74.0,24.0,3.1,1080.0,1920.0,3
4675,train,tt2395421,0004,FS,3,Static,4,44.0,24.0,1.8,1080.0,1920.0,3
4676,train,tt2395421,0009,FS,3,Static,4,38.0,24.0,1.6,1080.0,1920.0,3
4677,train,tt2395421,0022,MS,2,Static,4,35.0,24.0,1.5,1080.0,1920.0,3
4678,train,tt2395421,0030,MS,2,Static,4,29.0,24.0,1.2,1080.0,1920.0,3
4679,train,tt2395421,0041,MS,2,Push,1,63.0,24.0,2.6,1080.0,1920.0,3
4680,train,tt2395421,0044,FS,3,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
4681,train,tt2395421,0052,FS,3,Static,4,26.0,24.0,1.1,1080.0,1920.0,3
4682,train,tt2395421,0061,CS,1,Static,4,22.0,24.0,0.9,1080.0,1920.0,3
4683,train,tt2395427,0027,LS,4,Motion,0,33.0,24.0,1.4,796.0,1920.0,3
4684,train,tt2395465,0017,CS,1,Static,4,60.0,24.0,2.5,1080.0,1920.0,3
4685,train,tt2395836,0035,LS,4,Pull,2,25.0,24.0,1.0,720.0,1280.0,3
4686,train,tt2395993,0004,FS,3,Motion,0,39.0,30.0,1.3,1080.0,1920.0,3
4687,train,tt2395993,0006,FS,3,Static,4,18.0,30.0,0.6,1080.0,1920.0,3
4688,train,tt2395993,0011,FS,3,Pull,2,48.0,30.0,1.6,1080.0,1920.0,3
4689,train,tt2396671,0001,LS,4,Motion,0,39.0,24.0,1.6,1080.0,1920.0,3
4690,train,tt2396671,0008,FS,3,Motion,0,17.0,24.0,0.7,1080.0,1920.0,3
4691,train,tt2396671,0011,LS,4,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
4692,train,tt2396671,0013,FS,3,Motion,0,30.0,24.0,1.2,1080.0,1920.0,3
4693,train,tt2396671,0025,LS,4,Push,1,27.0,24.0,1.1,1080.0,1920.0,3
4694,train,tt2396671,0043,FS,3,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
4695,train,tt2396671,0052,MS,2,Static,4,27.0,24.0,1.1,1080.0,1920.0,3
4696,train,tt2396671,0056,CS,1,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
4697,train,tt2396671,0060,CS,1,Motion,0,61.0,24.0,2.5,1080.0,1920.0,3
4698,train,tt2397431,0002,CS,1,Static,4,21.0,24.0,0.9,1080.0,1920.0,3
4699,train,tt2397431,0003,MS,2,Motion,0,28.0,24.0,1.2,1080.0,1920.0,3
4700,train,tt2397431,0006,MS,2,Static,4,30.0,24.0,1.2,1080.0,1920.0,3
4701,train,tt2397431,0025,CS,1,Static,4,21.0,24.0,0.9,1080.0,1920.0,3
4702,train,tt2397431,0037,CS,1,Motion,0,24.0,24.0,1.0,1080.0,1920.0,3
4703,train,tt2397487,0020,LS,4,Static,4,32.0,24.0,1.3,1080.0,1920.0,3
4704,train,tt2397487,0028,MS,2,Motion,0,28.0,24.0,1.2,1080.0,1920.0,3
4705,train,tt2397487,0045,MS,2,Motion,0,23.0,24.0,1.0,1080.0,1920.0,3
4706,train,tt2397487,0050,MS,2,Static,4,76.0,24.0,3.2,1080.0,1920.0,3
4707,train,tt2397515,0014,ECS,0,Push,1,15.0,24.0,0.6,1080.0,1920.0,3
4708,train,tt2397515,0026,CS,1,Static,4,30.0,24.0,1.2,1080.0,1920.0,3
4709,train,tt2398231,0019,FS,3,Static,4,17.0,24.0,0.7,1080.0,1920.0,3
4710,train,tt2398231,0021,FS,3,Static,4,36.0,24.0,1.5,1080.0,1920.0,3
4711,train,tt2398231,0034,FS,3,Motion,0,30.0,24.0,1.2,1080.0,1920.0,3
4712,train,tt2399499,0006,LS,4,Motion,0,35.0,24.0,1.5,720.0,1280.0,3
4713,train,tt2399499,0026,LS,4,Static,4,30.0,24.0,1.2,720.0,1280.0,3
4714,train,tt2399533,0030,ECS,0,Motion,0,31.0,24.0,1.3,1080.0,1920.0,3
4715,train,tt2399533,0032,CS,1,Static,4,37.0,24.0,1.5,1080.0,1920.0,3
4716,train,tt2400256,0013,MS,2,Motion,0,36.0,24.0,1.5,1080.0,1920.0,3
4717,train,tt2400256,0032,CS,1,Static,4,19.0,24.0,0.8,1080.0,1920.0,3
4718,train,tt2400256,0036,MS,2,Static,4,65.0,24.0,2.7,1080.0,1920.0,3
4719,train,tt2400262,0001,LS,4,Static,4,51.0,24.0,2.1,720.0,1280.0,3
4720,train,tt2400283,0005,ECS,0,Static,4,18.0,24.0,0.8,720.0,1280.0,3
4721,train,tt2400283,0023,CS,1,Static,4,18.0,24.0,0.8,720.0,1280.0,3
4722,train,tt2400283,0026,ECS,0,Static,4,38.0,24.0,1.6,720.0,1280.0,3
4723,train,tt2400284,0002,LS,4,Static,4,22.0,25.0,0.9,720.0,1280.0,3
4724,train,tt2400284,0028,CS,1,Static,4,14.0,25.0,0.6,720.0,1280.0,3
4725,train,tt2400284,0039,FS,3,Motion,0,19.0,25.0,0.8,720.0,1280.0,3
4726,train,tt2400284,0078,LS,4,Motion,0,17.0,25.0,0.7,720.0,1280.0,3
4727,train,tt2400284,0082,ECS,0,Static,4,15.0,25.0,0.6,720.0,1280.0,3
4728,train,tt2400437,0013,ECS,0,Static,4,35.0,24.0,1.5,720.0,1280.0,3
4729,train,tt2400437,0028,ECS,0,Static,4,44.0,24.0,1.8,720.0,1280.0,3
4730,train,tt2400437,0036,MS,2,Motion,0,212.0,24.0,8.8,720.0,1280.0,3
4731,train,tt2400437,0041,MS,2,Static,4,23.0,24.0,1.0,720.0,1280.0,3
4732,train,tt2400437,0051,MS,2,Static,4,18.0,24.0,0.8,720.0,1280.0,3
